User,Unauthorized Privilege Escalation,Toxic Privileges,SoD Violation,Conflicting Roles
User3751,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User788,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User3382,Yes,hr:ManageSalaries,Yes,HR-Payroll
User3749,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1345,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User778,Yes,finance:AuditTransactions,No,
User2417,Yes,hr:ManageSalaries,Yes,HR-Payroll
User882,Yes,finance:AuditTransactions,No,
User774,Yes,hr:ManageSalaries,Yes,HR-Payroll
User772,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User91,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User4662,Yes,finance:AuditTransactions;hr:ManageSalaries,Yes,HR-Payroll
User2293,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User4355,Yes,hr:ManageSalaries,Yes,HR-Payroll
User3702,Yes,hr:ManageSalaries,Yes,HR-Payroll
User2380,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User763,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User3009,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1460,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User749,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User746,Yes,hr:ManageSalaries,Yes,HR-Payroll
User740,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User1008,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User2276,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User3943,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User3019,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User4020,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User729,Yes,hr:ManageSalaries,Yes,HR-Payroll
User2868,Yes,hr:ManageSalaries,Yes,HR-Payroll
User273,Yes,finance:AuditTransactions;hr:ManageSalaries,Yes,HR-Payroll
User3144,Yes,finance:AuditTransactions,No,
User250,Yes,finance:AuditTransactions;iam:CreateUser;iam:DetachRolePolicy,No,
User2678,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User723,Yes,hr:ManageSalaries,Yes,HR-Payroll
User4293,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User2020,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1086,Yes,finance:AuditTransactions,No,
User2125,Yes,finance:AuditTransactions,No,
User946,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1331,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User3841,Yes,finance:AuditTransactions,No,
User715,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User1535,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User3700,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User780,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User713,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User685,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User3666,Yes,finance:AuditTransactions;iam:CreateUser;iam:DetachRolePolicy,No,
User2304,Yes,finance:AuditTransactions;hr:ManageSalaries,Yes,HR-Payroll
User3710,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User3476,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User524,Yes,finance:AuditTransactions,No,
User710,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User708,Yes,hr:ManageSalaries,Yes,HR-Payroll
User3056,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1366,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User2668,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User707,Yes,finance:AuditTransactions,No,
User2317,Yes,finance:AuditTransactions,No,
User2972,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1019,Yes,finance:AuditTransactions,No,
User2490,Yes,finance:AuditTransactions;iam:CreateUser;iam:DetachRolePolicy,No,
User3335,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User704,Yes,finance:AuditTransactions;iam:CreateUser;iam:DetachRolePolicy,No,
User4478,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1557,Yes,hr:ManageSalaries,Yes,HR-Payroll
User3430,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User694,Yes,finance:AuditTransactions,No,
User689,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User672,Yes,finance:AuditTransactions,No,
User573,Yes,finance:AuditTransactions,No,
User506,Yes,hr:ManageSalaries,Yes,HR-Payroll
User2622,Yes,finance:AuditTransactions,No,
User2028,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User2401,Yes,hr:ManageSalaries,Yes,HR-Payroll
User679,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User3172,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User208,Yes,finance:AuditTransactions,No,
User676,Yes,hr:ManageSalaries,Yes,HR-Payroll
User668,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User667,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User664,Yes,hr:ManageSalaries,Yes,HR-Payroll
User773,Yes,finance:AuditTransactions,No,
User645,Yes,finance:AuditTransactions,No,
User657,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User677,Yes,finance:AuditTransactions;iam:CreateUser;iam:DetachRolePolicy,No,
User653,Yes,finance:AuditTransactions,No,
User4686,Yes,hr:ManageSalaries,Yes,HR-Payroll
User2578,Yes,hr:ManageSalaries,Yes,HR-Payroll
User650,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User4806,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User139,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User2933,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User3795,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1881,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1025,Yes,finance:AuditTransactions,No,
User244,Yes,hr:ManageSalaries,Yes,HR-Payroll
User640,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User3517,Yes,hr:ManageSalaries,Yes,HR-Payroll
User638,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User690,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User334,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User683,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User586,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User1336,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User1293,Yes,hr:ManageSalaries,Yes,HR-Payroll
User626,Yes,hr:ManageSalaries,Yes,HR-Payroll
User625,Yes,hr:ManageSalaries,Yes,HR-Payroll
User952,Yes,finance:AuditTransactions,No,
User1369,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User4414,Yes,finance:AuditTransactions;iam:CreateUser;iam:DetachRolePolicy,No,
User623,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1337,Yes,hr:ManageSalaries,Yes,HR-Payroll
User4326,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1204,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User617,Yes,finance:AuditTransactions,No,
User1953,Yes,finance:AuditTransactions,No,
User423,Yes,finance:AuditTransactions,No,
User2586,Yes,hr:ManageSalaries,Yes,HR-Payroll
User614,Yes,finance:AuditTransactions,No,
User1614,Yes,finance:AuditTransactions,No,
User2934,Yes,finance:AuditTransactions;hr:ManageSalaries,Yes,HR-Payroll
User1828,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User2950,Yes,finance:AuditTransactions,No,
User651,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User18,Yes,finance:AuditTransactions,No,
User236,Yes,finance:AuditTransactions,No,
User268,Yes,finance:AuditTransactions,No,
User1942,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User897,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User4,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User663,Yes,finance:AuditTransactions,No,
User3226,Yes,finance:AuditTransactions,No,
User592,Yes,hr:ManageSalaries,Yes,HR-Payroll
User3268,Yes,finance:AuditTransactions,No,
User4004,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User790,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User4719,Yes,finance:AuditTransactions,No,
User587,Yes,finance:AuditTransactions,No,
User1260,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1940,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1249,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User751,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User3243,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User4941,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User570,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User1438,Yes,hr:ManageSalaries,Yes,HR-Payroll
User4539,Yes,finance:AuditTransactions,No,
User752,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User4250,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1894,Yes,hr:ManageSalaries,Yes,HR-Payroll
User2613,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User947,Yes,finance:AuditTransactions;iam:CreateUser;iam:DetachRolePolicy,No,
User1111,Yes,hr:ManageSalaries,Yes,HR-Payroll
User983,Yes,finance:AuditTransactions;hr:ManageSalaries,Yes,HR-Payroll
User1040,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User551,Yes,hr:ManageSalaries,Yes,HR-Payroll
User2984,Yes,finance:AuditTransactions;iam:CreateUser;iam:DetachRolePolicy,No,
User4505,Yes,finance:AuditTransactions;hr:ManageSalaries,Yes,HR-Payroll
User549,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User161,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User32,Yes,finance:AuditTransactions,No,
User3131,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User545,Yes,hr:ManageSalaries,Yes,HR-Payroll
User2253,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User606,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User3047,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User1834,Yes,finance:AuditTransactions;iam:CreateUser;iam:DetachRolePolicy,No,
User255,Yes,hr:ManageSalaries,Yes,HR-Payroll
User4171,Yes,finance:AuditTransactions;iam:CreateUser;iam:DetachRolePolicy,No,
User406,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User857,Yes,finance:AuditTransactions,No,
User475,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User4412,Yes,finance:AuditTransactions;hr:ManageSalaries,Yes,HR-Payroll
User4493,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User433,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User2382,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User108,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User400,Yes,hr:ManageSalaries,Yes,HR-Payroll
User964,Yes,finance:AuditTransactions,No,
User229,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1279,Yes,hr:ManageSalaries,Yes,HR-Payroll
User759,Yes,finance:AuditTransactions,No,
User2117,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1445,Yes,finance:AuditTransactions,No,
User1851,Yes,finance:AuditTransactions;iam:CreateUser;iam:DetachRolePolicy,No,
User1886,Yes,finance:AuditTransactions,No,
User3690,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User2367,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User331,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User567,Yes,finance:AuditTransactions,No,
User209,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User140,Yes,finance:AuditTransactions,No,
User1046,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User218,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User4657,Yes,finance:AuditTransactions,No,
User2159,Yes,finance:AuditTransactions,No,
User871,Yes,finance:AuditTransactions,No,
User3852,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User559,Yes,hr:ManageSalaries,Yes,HR-Payroll
User205,Yes,finance:AuditTransactions;iam:CreateUser;iam:DetachRolePolicy,No,
User3661,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User239,Yes,hr:ManageSalaries,Yes,HR-Payroll
User201,Yes,finance:AuditTransactions,No,
User482,Yes,finance:AuditTransactions;hr:ManageSalaries,Yes,HR-Payroll
User33,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User991,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User4731,Yes,hr:ManageSalaries,Yes,HR-Payroll
User2658,Yes,finance:AuditTransactions,No,
User1122,Yes,finance:AuditTransactions,No,
User187,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1789,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User4098,Yes,finance:AuditTransactions,No,
User204,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1928,Yes,finance:AuditTransactions,No,
User183,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User492,Yes,hr:ManageSalaries,Yes,HR-Payroll
User152,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User4998,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1787,Yes,finance:AuditTransactions,No,
User2118,Yes,finance:AuditTransactions,No,
User2807,Yes,finance:AuditTransactions,No,
User2409,Yes,finance:AuditTransactions;hr:ManageSalaries,Yes,HR-Payroll
User368,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User3067,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User4622,Yes,finance:AuditTransactions,No,
User171,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User1417,Yes,hr:ManageSalaries,Yes,HR-Payroll
User4702,Yes,hr:ManageSalaries,Yes,HR-Payroll
User2457,Yes,finance:AuditTransactions,No,
User1022,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User165,Yes,hr:ManageSalaries,Yes,HR-Payroll
User811,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User896,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User4534,Yes,hr:ManageSalaries,Yes,HR-Payroll
User2296,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User2766,Yes,finance:AuditTransactions,No,
User732,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1114,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User3833,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User163,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User692,Yes,finance:AuditTransactions,No,
User150,Yes,hr:ManageSalaries,Yes,HR-Payroll
User702,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User3793,Yes,finance:AuditTransactions;hr:ManageSalaries,Yes,HR-Payroll
User2168,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User4885,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User448,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User1378,Yes,finance:AuditTransactions,No,
User3205,Yes,finance:AuditTransactions,No,
User3330,Yes,hr:ManageSalaries,Yes,HR-Payroll
User4431,Yes,hr:ManageSalaries,Yes,HR-Payroll
User22,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User2258,Yes,hr:ManageSalaries,Yes,HR-Payroll
User3306,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1390,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User3503,Yes,finance:AuditTransactions,No,
User147,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User134,Yes,finance:AuditTransactions,No,
User4726,Yes,finance:AuditTransactions,No,
User3473,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User2318,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User215,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User442,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1939,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User3288,Yes,finance:AuditTransactions;iam:CreateUser;iam:DetachRolePolicy,No,
User741,Yes,finance:AuditTransactions,No,
User200,Yes,finance:AuditTransactions,No,
User3383,Yes,finance:AuditTransactions,No,
User1294,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User2101,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User992,Yes,hr:ManageSalaries,Yes,HR-Payroll
User2313,Yes,hr:ManageSalaries,Yes,HR-Payroll
User488,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User3949,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User757,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User951,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User3523,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User978,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User206,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User207,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User758,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User2358,Yes,hr:ManageSalaries,Yes,HR-Payroll
User378,Yes,hr:ManageSalaries,Yes,HR-Payroll
User4582,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User4897,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User671,Yes,finance:AuditTransactions,No,
User4728,Yes,hr:ManageSalaries,Yes,HR-Payroll
User2415,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1070,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User66,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User3513,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1112,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User97,Yes,hr:ManageSalaries,Yes,HR-Payroll
User3747,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User1469,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User1462,Yes,finance:AuditTransactions;hr:ManageSalaries,Yes,HR-Payroll
User852,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User2518,Yes,finance:AuditTransactions,No,
User3216,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User45,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User4680,Yes,finance:AuditTransactions,No,
User214,Yes,finance:AuditTransactions,No,
User904,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User3485,Yes,finance:AuditTransactions,No,
User888,Yes,finance:AuditTransactions,No,
User1092,Yes,finance:AuditTransactions,No,
User1431,Yes,finance:AuditTransactions,No,
User4933,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User3923,Yes,finance:AuditTransactions,No,
User2601,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1103,Yes,finance:AuditTransactions;iam:CreateUser;iam:DetachRolePolicy,No,
User30,Yes,finance:AuditTransactions,No,
User29,Yes,hr:ManageSalaries,Yes,HR-Payroll
User2406,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User990,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User4464,Yes,hr:ManageSalaries,Yes,HR-Payroll
User719,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User422,Yes,hr:ManageSalaries,Yes,HR-Payroll
User733,Yes,finance:AuditTransactions,No,
User2980,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User407,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User2591,Yes,finance:AuditTransactions,No,
User662,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User3750,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User1897,Yes,finance:AuditTransactions,No,
User911,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User2106,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User2334,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User191,Yes,hr:ManageSalaries,Yes,HR-Payroll
User756,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User28,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User43,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User2162,Yes,finance:AuditTransactions,No,
User803,Yes,finance:AuditTransactions,No,
User3457,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User2997,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User295,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User3837,Yes,finance:AuditTransactions,No,
User3866,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1379,Yes,finance:AuditTransactions,No,
User1341,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User179,Yes,finance:AuditTransactions,No,
User599,Yes,finance:AuditTransactions,No,
User1923,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User700,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User2843,Yes,finance:AuditTransactions,No,
User1651,Yes,finance:AuditTransactions,No,
User4883,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1987,Yes,finance:AuditTransactions,No,
User4749,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User53,Yes,finance:AuditTransactions,No,
User1408,Yes,hr:ManageSalaries,Yes,HR-Payroll
User3823,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User508,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User2,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User810,Yes,finance:AuditTransactions,No,
User6,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User2078,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User63,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User3318,Yes,finance:AuditTransactions;hr:ManageSalaries,Yes,HR-Payroll
User745,Yes,finance:AuditTransactions,No,
User2266,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1990,Yes,finance:AuditTransactions,No,
User795,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User4642,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User2274,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User413,Yes,hr:ManageSalaries,Yes,HR-Payroll
User2783,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1031,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User770,Yes,hr:ManageSalaries,Yes,HR-Payroll
User26,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User3364,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1088,Yes,finance:AuditTransactions,No,
User1027,Yes,finance:AuditTransactions,No,
User135,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User78,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User27,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User92,Yes,finance:AuditTransactions,No,
User960,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User10,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User1536,Yes,finance:AuditTransactions,No,
User993,Yes,finance:AuditTransactions,No,
User2475,Yes,finance:AuditTransactions,No,
User7,Yes,hr:ManageSalaries,Yes,HR-Payroll
User4233,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User1051,Yes,finance:AuditTransactions,No,
User3160,Yes,finance:AuditTransactions,No,
User875,Yes,hr:ManageSalaries,Yes,HR-Payroll
User166,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User2186,Yes,finance:AuditTransactions,No,
User267,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User1130,Yes,finance:AuditTransactions,No,
User55,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User556,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User1377,Yes,finance:AuditTransactions;hr:ManageSalaries,Yes,HR-Payroll
User170,Yes,finance:AuditTransactions,No,
User529,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1359,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User1890,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User4222,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1089,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User4971,Yes,hr:ManageSalaries,Yes,HR-Payroll
User2146,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User2797,Yes,finance:AuditTransactions;iam:CreateUser;iam:DetachRolePolicy,No,
User340,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User99,Yes,hr:ManageSalaries,Yes,HR-Payroll
User2758,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1484,Yes,finance:AuditTransactions;hr:ManageSalaries,Yes,HR-Payroll
User124,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User4950,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1096,Yes,hr:ManageSalaries,Yes,HR-Payroll
User272,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User3518,Yes,finance:AuditTransactions;hr:ManageSalaries,Yes,HR-Payroll
User107,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User4014,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User941,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User122,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User843,Yes,hr:ManageSalaries,Yes,HR-Payroll
User2646,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1404,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User4989,Yes,hr:ManageSalaries,Yes,HR-Payroll
User972,Yes,finance:AuditTransactions,No,
User1316,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User4361,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1681,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User783,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User126,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User40,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User4267,Yes,finance:AuditTransactions,No,
User718,Yes,hr:ManageSalaries,Yes,HR-Payroll
User747,Yes,hr:ManageSalaries,Yes,HR-Payroll
User228,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User408,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User457,Yes,finance:AuditTransactions,No,
User1773,Yes,finance:AuditTransactions;iam:CreateUser;iam:DetachRolePolicy,No,
User277,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User4268,Yes,hr:ManageSalaries,Yes,HR-Payroll
User111,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User4633,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User67,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User2478,Yes,finance:AuditTransactions;iam:CreateUser;iam:DetachRolePolicy,No,
User649,Yes,finance:AuditTransactions;iam:CreateUser;iam:DetachRolePolicy,No,
User257,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User184,Yes,finance:AuditTransactions,No,
User3121,Yes,hr:ManageSalaries,Yes,HR-Payroll
User4009,Yes,finance:AuditTransactions;hr:ManageSalaries,Yes,HR-Payroll
User3587,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User156,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1024,Yes,hr:ManageSalaries,Yes,HR-Payroll
User4526,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User144,Yes,hr:ManageSalaries,Yes,HR-Payroll
User3017,Yes,finance:AuditTransactions;iam:CreateUser;iam:DetachRolePolicy,No,
User963,Yes,finance:AuditTransactions;iam:CreateUser;iam:DetachRolePolicy,No,
User72,Yes,finance:AuditTransactions,No,
User2438,Yes,finance:AuditTransactions,No,
User60,Yes,hr:ManageSalaries,Yes,HR-Payroll
User2606,Yes,finance:AuditTransactions,No,
User3862,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1690,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User2306,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User62,Yes,finance:AuditTransactions,No,
User164,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1934,Yes,finance:AuditTransactions,No,
User1439,Yes,hr:ManageSalaries,Yes,HR-Payroll
